IDTNS;TIPO;OPERADORA;ESTADO;DATA;ANO_BASE;Q1;Q2;Q2_1;Q2_2;Q3;Q4;Q5;Q6;Q7;Q7a;Q8;J1;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A1_1;A1_2;A1_3;A1_4;A2_1;A2_2;A2_3;A3;A4;E1;E2;E3;E4;E5;E6;E7;E8;F1;F2_1;F2_2;F2_3;F3;F4_1;F4_2;F4_3;G1;G2_1;G2_2;G2_3;H0;COD_IBGE;H1;H2;H2a;H3;I1;I2;PESO
567302;BANDA-LARGA;OI;RJ;28/jul/20;2020;1;;2;2;1;1;1;1;62;8;1;6;5;6;5;8;4;3;3;1;;;;0;0;0;0;;1;0;2;;2;;1;3;2;;;;1;3;0;10;;2;1;1;RIO DE JANEIRO;3304557;2;999999;99;7;1;;3,133992759
638896;BANDA-LARGA;OI;SE;28/jul/20;2020;1;;2;2;1;1;1;1;59;8;2;8;6;8;6;7;5;5;4;1;;;;0;2;8;3;;2;;2;;2;;1;5;2;;;;1;5;5;8;;1;1;1;ARACAJU;2800308;1;5000;3;7;1;;0,115610301
639104;BANDA-LARGA;OI;SE;28/jul/20;2020;1;;2;2;1;1;1;1;60;8;1;7;7;7;7;6;7;7;8;1;2;;;6;7;7;6;6;2;;1;7;2;;1;7;1;8;8;8;1;7;7;6;;1;1;1;ARACAJU;2800308;2;10000;4;7;3;;0,115610301
683312;BANDA-LARGA;SKY;DF;28/jul/20;2020;1;;2;2;1;1;1;1;37;6;1;7;10;10;8;7;7;10;99;1;;;;6;8;9;8;;2;;2;;2;;2;;2;;;;2;;;;;1;2;2;BRASÍLIA;5300108;2;30000;5;9;1;;0,070998408
720253;BANDA-LARGA;SKY;MG;28/jul/20;2020;1;;2;2;1;1;1;1;31;5;2;9;8;10;10;7;9;8;5;1;;;;9;8;10;9;;1;9;1;6;2;;1;7;2;;;;2;;;;;1;2;2;CONTAGEM;3118601;2;1200;1;5;1;;0,105366518
747745;BANDA-LARGA;SKY;PA;28/jul/20;2020;1;;2;2;1;1;1;1;20;3;1;4;8;5;4;0;4;0;0;1;;;;0;0;5;10;;1;8;1;5;1;8;1;2;2;;;;1;0;0;0;;2;2;2;BELÉM;1501402;1;1000;1;6;1;;0,123385668
747756;BANDA-LARGA;SKY;PA;28/jul/20;2020;1;;2;2;1;1;1;1;37;6;2;7;7;7;7;7;6;7;7;1;;;;7;7;7;7;;1;6;2;;1;7;1;7;2;;;;2;;;;;2;2;2;ANANINDEUA;1500800;2;3000;2;7;3;;0,123385668
758401;BANDA-LARGA;SKY;SP;28/jul/20;2020;1;;2;2;1;1;1;1;45;7;2;5;7;6;7;7;5;7;7;1;;;;9;7;10;8;;2;;1;3;1;5;2;;2;;;;2;;;;;1;2;2;MOGI DAS CRUZES;3530607;1;999997;99;7;2;;0,078931727
772239;BANDA-LARGA;TIM;AM;28/jul/20;2020;1;;2;2;1;1;1;1;27;4;1;8;8;7;7;9;8;7;8;1;;;;3;3;3;4;;1;4;2;;2;;1;7;2;;;;2;;;;;2;2;1;MANAUS;1302603;4;6000;3;7;1;;0,088639026
772965;BANDA-LARGA;TIM;AM;28/jul/20;2020;1;;2;2;1;1;1;1;56;8;2;8;10;8;7;7;9;10;8;1;;;;7;5;8;8;;2;;1;9;1;9;1;5;2;;;;1;8;5;3;;2;1;1;MANAUS;1302603;2;999997;99;9;1;;0,088639026
784146;BANDA-LARGA;TIM;BA;28/jul/20;2020;1;;2;2;1;1;1;1;23;3;1;8;7;10;10;8;8;10;10;1;;;;7;7;10;9;;1;10;2;;2;;1;9;2;;;;1;10;10;10;;2;2;1;SALVADOR;2927408;5;3500;2;6;1;;0,148083294
803909;BANDA-LARGA;TIM;RJ;28/jul/20;2020;1;;2;2;1;1;1;1;64;8;2;10;10;10;5;5;10;5;5;1;2;;;8;5;10;10;8;2;;1;10;2;;1;7;2;;;;2;;;;;2;1;1;RIO DE JANEIRO;3304557;1;2000;1;3;1;;1,162629684
886358;BANDA-LARGA;VIVO;MG;28/jul/20;2020;1;;2;2;1;1;1;1;43;7;1;4;4;2;4;2;4;5;5;1;;;;5;6;6;6;;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;BELO HORIZONTE;3106200;2;999999;99;7;1;;1,475334685
914171;BANDA-LARGA;VIVO;PB;28/jul/20;2020;1;;2;2;1;1;1;1;32;5;2;10;8;10;10;10;10;8;9;1;;;;0;7;10;5;;2;;1;0;2;;2;;2;;;;2;;;;;2;1;2;JOÃO PESSOA;2507507;1;12000;5;7;1;;0,212973903
932364;BANDA-LARGA;VIVO;PI;28/jul/20;2020;1;;2;2;1;1;2;1;33;5;2;7;4;6;7;8;7;4;4;1;2;;;4;3;7;6;5;1;2;1;2;1;2;2;;2;;;;2;;;;;2;2;1;TERESINA;2211001;3;5000;3;6;1;;0,09161355
976678;BANDA-LARGA;VIVO;SE;28/jul/20;2020;1;;2;2;1;1;2;1;31;5;1;7;8;8;7;8;6;7;7;1;;;;5;7;8;6;;1;7;2;;2;;1;7;2;;;;2;;;;;2;2;1;ARACAJU;2800308;2;5000;3;7;1;;0,190393961
984202;BANDA-LARGA;VIVO;SP;28/jul/20;2020;1;;2;2;1;1;2;1;39;6;2;7;7;8;5;3;7;5;4;;2;;;;;;;6;2;;1;8;1;8;2;;2;;;;2;;;;;2;2;1;SÃO PAULO;3550308;1;2000;1;7;1;;14,96133461
295;BANDA-LARGA;CLARO/NET;AC;29/jul/20;2020;1;;2;2;1;1;1;1;24;3;1;8;10;8;10;10;10;7;10;;2;;;;;;;10;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;RIO BRANCO;1200401;3;999997;1;4;1;;0,076348118
6594;BANDA-LARGA;CLARO/NET;AC;29/jul/20;2020;1;;2;2;1;1;2;1;32;5;1;9;7;9;10;10;10;5;5;1;;;;6;6;9;8;;1;6;1;6;1;6;1;8;1;10;10;10;1;10;10;10;;1;2;1;RIO BRANCO;1200401;1;5000;3;9;1;;0,076348118
10092;BANDA-LARGA;CLARO/NET;AL;29/jul/20;2020;1;;2;2;1;1;1;1;26;4;2;6;5;6;7;6;6;7;5;1;;;;6;5;7;7;;1;5;2;;2;;1;6;2;;;;2;;;;;1;2;1;MACEIÓ;2704302;3;5000;3;7;1;;0,343029426
11721;BANDA-LARGA;CLARO/NET;AL;29/jul/20;2020;1;;2;2;1;1;1;1;21;3;1;8;7;8;8;7;7;8;9;1;;;;6;7;7;7;;1;7;2;;2;;1;7;2;;;;2;;;;;2;2;1;MACEIÓ;2704302;1;1045;1;6;1;;0,343029426
20311;BANDA-LARGA;CLARO/NET;AM;29/jul/20;2020;1;;2;2;1;1;1;1;81;9;2;7;6;8;7;7;7;6;5;;2;;;;;;;5;2;;2;;2;;1;8;2;;;;2;;;;;1;1;2;MANAUS;1302603;1;1000;1;7;1;;0,835665362
20635;BANDA-LARGA;CLARO/NET;AM;29/jul/20;2020;1;;2;2;1;1;1;1;40;6;2;7;10;5;5;5;5;5;5;;2;3;;;;;;0;1;0;2;;2;;1;5;1;10;10;10;2;;;;;2;1;1;MANAUS;1302603;1;4000;2;9;3;;0,835665362
21243;BANDA-LARGA;CLARO/NET;AM;29/jul/20;2020;1;;2;2;1;1;2;1;32;5;2;9;9;9;9;9;8;10;9;1;;;;3;5;5;5;;2;;1;10;1;10;1;10;2;;;;1;8;10;10;;1;2;1;MANAUS;1302603;99;999997;99;7;1;;0,835665362
30700;BANDA-LARGA;CLARO/NET;BA;29/jul/20;2020;1;;2;2;1;1;1;1;26;4;2;5;8;3;7;6;4;9;8;1;2;;;4;2;6;6;4;1;10;2;;2;;1;6;1;7;8;8;1;8;8;7;;2;1;2;SALVADOR;2927408;2;12000;5;7;1;;0,511635463
42566;BANDA-LARGA;CLARO/NET;CE;29/jul/20;2020;1;;2;2;1;1;1;1;65;8;1;10;8;10;9;8;8;9;10;1;;3;;5;9;8;8;;2;;2;;2;;1;9;2;;;;2;;;;;1;2;1;FORTALEZA;2304400;2;20000;5;9;1;;0,33047842
72134;BANDA-LARGA;CLARO/NET;GO;29/jul/20;2020;1;;2;2;1;1;1;1;51;8;1;6;6;6;6;6;6;5;10;1;2;3;;4;5;7;4;4;1;6;2;;1;4;1;4;2;;;;2;;;;;1;2;1;GOIÂNIA;5208707;2;3000;2;2;1;;0,800542161
84400;BANDA-LARGA;CLARO/NET;MA;29/jul/20;2020;1;;2;2;1;1;2;1;29;4;2;8;10;8;9;8;10;10;8;1;2;;;7;8;7;8;10;1;7;1;10;2;;2;;2;;;;2;;;;;1;1;1;SÃO LUÍS;2111300;3;10000;4;7;1;;0,30203225
93198;BANDA-LARGA;CLARO/NET;MG;29/jul/20;2020;1;;2;2;1;1;1;1;33;5;1;6;9;8;6;5;5;10;10;1;2;;;4;5;6;6;10;2;;2;;2;;1;7;2;;;;2;;;;;1;2;1;BELO HORIZONTE;3106200;2;8000;4;9;3;;2,41303017
95272;BANDA-LARGA;CLARO/NET;MG;29/jul/20;2020;1;;2;2;1;1;1;1;45;7;1;2;2;2;2;1;2;99;1;1;;;;0;2;1;2;;1;2;1;1;1;1;1;3;2;;;;1;1;2;2;;1;2;1;NOVA LIMA;3144805;2;999997;99;7;1;;2,41303017
115343;BANDA-LARGA;CLARO/NET;MT;29/jul/20;2020;1;;2;2;1;1;1;1;63;8;2;7;6;4;8;9;6;10;7;1;;;;5;3;6;5;;1;3;1;2;1;2;2;;2;;;;2;;;;;1;1;1;CUIABÁ;5103403;1;10000;4;7;1;;0,331975794
115589;BANDA-LARGA;CLARO/NET;MT;29/jul/20;2020;1;;2;2;1;1;1;1;36;6;1;7;8;9;9;9;8;7;7;1;2;;;7;7;7;7;8;1;7;1;8;1;7;2;;2;;;;2;;;;;2;1;1;CUIABÁ;5103403;1;2300;2;7;1;;0,331975794
125280;BANDA-LARGA;CLARO/NET;PA;29/jul/20;2020;1;;2;2;1;1;1;1;44;7;1;8;7;8;8;8;7;5;10;1;2;;;7;10;10;10;10;2;;1;8;2;;1;7;2;;;;1;10;10;10;;1;2;1;BELÉM;1501402;1;2500;2;7;1;;0,498548009
138564;BANDA-LARGA;CLARO/NET;PB;29/jul/20;2020;1;;2;2;1;1;1;1;78;9;2;3;3;4;4;4;2;5;8;1;2;;;2;6;8;2;3;2;;1;0;2;;1;3;2;;;;1;8;8;4;;1;2;1;JOÃO PESSOA;2507507;99;999997;99;7;1;;0,397971582
157733;BANDA-LARGA;CLARO/NET;PI;29/jul/20;2020;1;;2;2;1;1;1;1;38;6;1;7;7;10;9;7;9;10;10;;2;;;;;;;10;1;10;1;10;2;;1;7;2;;;;1;10;10;10;;1;1;1;TERESINA;2211001;1;2000;1;7;1;;0,173615161
174977;BANDA-LARGA;CLARO/NET;RJ;29/jul/20;2020;1;;2;2;1;1;2;1;54;8;2;8;9;8;8;7;8;8;8;1;;;;7;7;7;7;;2;;2;;2;;1;7;1;8;8;10;1;99;8;8;;1;2;2;RIO DE JANEIRO;3304557;2;10000;4;9;3;;5,355997357
226636;BANDA-LARGA;CLARO/NET;SE;29/jul/20;2020;1;;2;2;1;1;1;1;35;5;2;8;10;8;10;6;7;10;10;;2;;;;;;;10;2;;2;;2;;1;7;2;;;;1;10;10;8;;2;2;2;ARACAJU;2800308;1;1400;1;7;1;;0,189762983
234162;BANDA-LARGA;CLARO/NET;SP;29/jul/20;2020;1;;2;2;1;1;1;1;45;7;1;7;7;7;8;8;8;7;7;1;;;;8;8;9;8;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;CARAPICUÍBA;3510609;99;999997;99;7;1;;19,63292645
234317;BANDA-LARGA;CLARO/NET;SP;29/jul/20;2020;1;;2;2;1;1;1;1;53;8;1;5;2;3;10;8;9;8;8;1;;;;6;9;6;6;;2;;1;1;1;0;2;;2;;;;2;;;;;2;2;2;SÃO PAULO;3550308;1;1200;1;5;1;;19,63292645
244423;BANDA-LARGA;CLARO/NET;TO;29/jul/20;2020;1;;2;2;1;1;1;1;56;8;2;8;3;7;9;7;8;5;5;1;2;3;;5;5;8;6;2;1;5;1;5;1;6;1;8;2;;;;2;;;;;1;1;1;PALMAS;1721000;2;25000;5;9;1;;0,06265625
245363;BANDA-LARGA;CLARO/NET;TO;29/jul/20;2020;1;;2;2;1;1;1;1;39;6;1;9;5;2;8;8;8;0;0;1;;;;0;5;5;5;;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;PALMAS;1721000;1;4000;2;4;1;;0,06265625
256086;BANDA-LARGA;ALGAR;GO;29/jul/20;2020;1;;2;2;1;1;1;1;54;8;2;8;8;8;8;8;8;8;8;1;;;;8;8;7;7;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;ITUMBIARA;5211503;3;7000;4;7;1;;0,082942386
266390;BANDA-LARGA;ALGAR;MG;29/jul/20;2020;1;;2;2;1;1;2;1;43;7;1;6;5;7;4;4;5;8;7;1;2;;;2;6;4;6;6;2;;1;4;2;;1;6;2;;;;2;;;;;2;1;1;UBERLÂNDIA;3170206;1;2000;1;5;1;;1,720490595
275861;BANDA-LARGA;ALGAR;SP;29/jul/20;2020;1;;2;2;1;1;1;1;35;5;1;0;0;0;0;0;0;10;10;1;2;3;;10;10;10;10;10;2;;2;;2;;1;0;2;;;;1;10;10;0;;2;2;1;BATATAIS;3505906;1;1800;1;4;1;;0,385319884
286927;BANDA-LARGA;BRISANET;CE;29/jul/20;2020;1;;2;2;1;1;1;1;53;8;2;8;7;7;8;7;7;10;8;;;3;;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;RUSSAS;2311801;3;5000;3;9;1;;1,30502718
286947;BANDA-LARGA;BRISANET;CE;29/jul/20;2020;1;;2;2;1;1;1;1;20;3;2;10;8;7;10;9;9;8;6;1;;3;;8;8;8;9;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;MISSÃO VELHA;2308401;2;1600;1;5;1;;1,30502718
299727;BANDA-LARGA;BRISANET;PE;29/jul/20;2020;1;;2;2;1;1;1;1;42;7;2;4;2;1;5;2;7;5;9;1;2;;;0;0;1;2;0;2;;2;;2;;1;2;2;;;;2;;;;;2;2;2;VITÓRIA DE SANTO ANTÃO;2616407;2;5000;3;6;1;;0,153672687
309306;BANDA-LARGA;BRISANET;RN;29/jul/20;2020;1;;2;2;1;1;2;1;42;7;1;8;8;8;8;8;8;9;9;1;2;;;9;9;9;9;8;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;MOSSORÓ;2408003;2;2500;2;7;1;;0,527034435
327203;BANDA-LARGA;HUGHES;MG;29/jul/20;2020;1;;2;2;1;1;2;1;41;7;1;3;5;4;4;4;0;1;10;1;;3;;4;99;99;3;;2;;1;99;2;;1;0;2;;;;1;0;0;0;;2;2;2;LAGOA SANTA;3137601;2;9000;4;7;1;;0,105097772
358577;BANDA-LARGA;HUGHES;SP;29/jul/20;2020;1;;2;2;1;1;1;1;43;7;2;2;3;4;6;5;4;4;3;1;;;;0;0;3;2;;1;0;1;0;1;1;2;;2;;;;2;;;;;2;2;2;MOGI DAS CRUZES;3530607;1;999997;99;9;1;;0,106652325
369297;BANDA-LARGA;OI;AC;29/jul/20;2020;1;;2;2;1;1;1;1;36;6;1;4;5;7;5;3;0;0;0;;2;;;;;;;9;1;8;1;6;2;;1;8;2;;;;1;9;9;9;;2;1;1;RIO BRANCO;1200401;1;1000;1;5;1;;0,148912782
404998;BANDA-LARGA;OI;BA;29/jul/20;2020;1;;2;2;1;1;1;1;40;6;2;0;1;0;4;4;4;5;5;1;;;;4;4;5;5;;1;6;1;0;2;;1;1;2;;;;1;2;2;4;;2;2;1;SALVADOR;2927408;1;2000;1;5;1;;0,859429588
405633;BANDA-LARGA;OI;BA;29/jul/20;2020;1;;2;2;1;1;2;1;68;8;1;10;10;10;10;10;10;99;99;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;SALVADOR;2927408;1;999997;2;7;1;;0,859429588
417596;BANDA-LARGA;OI;CE;29/jul/20;2020;1;;2;2;1;1;1;1;57;8;1;5;5;5;5;5;5;5;6;1;2;;;4;4;4;4;5;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;FORTALEZA;2304400;2;2000;1;4;2;;0,253532134
439754;BANDA-LARGA;OI;ES;29/jul/20;2020;1;;2;2;1;1;1;1;50;7;2;5;5;0;5;5;3;4;6;1;;;;5;5;8;7;;2;;2;;1;6;1;6;2;;;;1;5;5;6;;2;2;1;VITÓRIA;3205309;1;600;1;3;1;;0,514795598
439934;BANDA-LARGA;OI;ES;29/jul/20;2020;1;;2;2;1;1;2;1;66;8;1;0;5;5;5;5;2;5;10;1;2;3;;10;10;10;10;5;1;5;2;;2;;1;5;1;10;5;10;1;10;10;5;;2;1;1;VITÓRIA;3205309;2;2000;1;5;1;;0,514795598
440381;BANDA-LARGA;OI;ES;29/jul/20;2020;1;;2;2;1;1;2;1;24;3;1;6;6;8;5;5;6;7;10;1;;3;;8;9;9;9;;2;;2;;2;;1;6;2;;;;1;9;7;5;;2;2;1;CARIACICA;3201308;1;999997;3;7;3;;0,514795598
448899;BANDA-LARGA;OI;GO;29/jul/20;2020;1;;2;2;1;1;1;1;64;8;1;10;9;10;10;9;8;9;9;1;2;3;;10;10;10;10;9;2;;2;;2;;1;10;2;;;;2;;;;;2;1;1;BRASÍLIA;5300108;1;999999;99;5;1;;1,21207721
460696;BANDA-LARGA;OI;MA;29/jul/20;2020;1;;2;2;1;1;1;1;62;8;2;5;7;7;7;7;7;8;8;1;2;3;;7;10;9;10;10;1;9;2;;2;;1;9;2;;;;1;8;9;10;;1;1;1;SÃO LUÍS;2111300;1;5000;3;7;1;;0,194692994
472888;BANDA-LARGA;OI;MG;29/jul/20;2020;1;;2;2;1;1;1;1;43;7;1;8;7;5;4;9;9;8;10;1;2;;;0;0;2;1;5;1;0;2;;2;;2;;1;0;0;0;1;0;0;0;;2;2;1;BELO HORIZONTE;3106200;2;2500;2;2;1;;2,373394851
483982;BANDA-LARGA;OI;MS;29/jul/20;2020;1;;2;2;1;1;1;1;30;4;1;6;7;7;6;7;6;8;8;1;;;;7;8;8;8;;2;;1;8;1;8;1;7;2;;;;2;;;;;2;2;1;LADÁRIO;5005202;1;4500;3;7;1;;0,515743188
484027;BANDA-LARGA;OI;MS;29/jul/20;2020;1;;2;2;1;1;1;1;63;8;2;7;6;7;6;7;6;6;7;1;2;;;7;7;8;8;6;2;;2;;2;;1;8;2;;;;1;8;9;9;;2;2;1;LADÁRIO;5005202;2;4000;2;5;1;;0,515743188
494276;BANDA-LARGA;OI;MT;29/jul/20;2020;1;;2;2;1;1;1;1;31;5;2;6;5;6;7;6;7;5;6;1;;;;2;6;5;5;;2;;2;;2;;2;;2;;;;1;6;5;7;;2;2;1;OUTROS;9999;3;4000;2;9;1;;0,539319816
517734;BANDA-LARGA;OI;PB;29/jul/20;2020;1;;2;2;1;1;2;1;26;4;1;7;8;8;7;7;7;9;9;1;;;;5;6;7;7;;2;;2;;2;;1;8;2;;;;2;;;;;1;1;1;SANTA RITA;2513703;1;5000;3;7;1;;0,096240501
531345;BANDA-LARGA;OI;PE;29/jul/20;2020;1;;2;2;1;1;1;1;58;8;2;5;8;8;7;7;6;8;6;1;;;;7;5;10;6;;2;;2;;2;;1;5;2;;;;1;5;0;8;;1;2;1;JABOATÃO DOS GUARARAPES;2607901;2;4000;2;5;1;;0,259755499
579503;BANDA-LARGA;OI;RN;29/jul/20;2020;1;;2;2;1;1;1;1;42;7;2;7;5;5;7;7;7;6;6;;2;;;;;;;8;2;;1;7;2;;1;7;2;;;;1;6;8;8;;2;2;1;PARNAMIRIM;2403251;1;3000;2;4;1;;0,093547923
579971;BANDA-LARGA;OI;RN;29/jul/20;2020;1;;2;2;1;1;2;1;24;3;1;7;8;8;9;9;6;9;9;1;2;;;5;7;7;7;5;2;;2;;2;;1;6;2;;;;1;4;5;7;;2;1;1;NATAL;2408102;2;2500;2;7;1;;0,093547923
580554;BANDA-LARGA;OI;RN;29/jul/20;2020;1;;2;2;1;1;1;1;26;4;1;3;5;5;0;0;0;10;10;1;;;;5;0;5;5;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;NATAL;2408102;5;5000;3;7;1;;0,093547923
638638;BANDA-LARGA;OI;SE;29/jul/20;2020;1;;2;2;1;1;2;1;18;3;2;6;8;8;6;5;6;5;10;1;2;;;8;10;9;10;9;1;9;2;;1;5;1;9;2;;;;1;9;9;9;;2;1;1;ARACAJU;2800308;1;4000;2;6;1;;0,115610301
639231;BANDA-LARGA;OI;SE;29/jul/20;2020;1;;2;2;1;1;1;1;25;4;2;7;8;8;8;8;6;9;6;1;2;;;5;5;5;6;7;2;;1;8;1;7;1;8;2;;;;1;10;8;10;;2;2;1;ARACAJU;2800308;2;1800;1;5;1;;0,115610301
639280;BANDA-LARGA;OI;SE;29/jul/20;2020;1;;2;2;1;1;1;1;35;5;2;2;0;0;5;1;2;0;2;1;;;;0;0;0;2;;1;0;2;;2;;1;2;2;;;;1;2;2;5;;2;2;1;ARACAJU;2800308;99;999999;99;7;1;;0,115610301
671966;BANDA-LARGA;SKY;AM;29/jul/20;2020;1;;2;2;1;1;1;1;48;7;1;7;5;0;5;2;2;7;10;1;;;;0;8;10;10;;1;10;1;10;1;10;1;0;2;;;;2;;;;;2;2;2;MANAUS;1302603;1;1200;1;5;1;;0,133954269
672919;BANDA-LARGA;SKY;AM;29/jul/20;2020;1;;2;2;1;1;1;1;37;6;2;8;7;6;7;6;5;10;0;1;;;;3;3;4;5;;1;6;1;8;1;7;2;;2;;;;2;;;;;1;2;2;MANAUS;1302603;2;999997;2;7;3;;0,133954269
683258;BANDA-LARGA;SKY;DF;29/jul/20;2020;1;;2;2;1;1;1;1;57;8;2;8;8;8;9;9;9;6;7;;2;;;;;;;5;1;5;1;7;2;;1;9;2;;;;1;5;7;5;;2;2;2;BRASÍLIA;5300108;3;10000;4;7;1;;0,070998408
683367;BANDA-LARGA;SKY;DF;29/jul/20;2020;1;;2;2;1;1;1;1;47;7;2;7;9;7;7;7;6;10;10;1;;;;6;8;9;7;;2;;2;;2;;1;3;2;;;;1;8;8;3;;1;2;2;BRASÍLIA;5300108;2;10000;4;9;1;;0,070998408
694949;BANDA-LARGA;SKY;GO;29/jul/20;2020;1;;2;2;1;1;1;1;24;3;2;7;9;5;9;8;5;10;5;1;2;;;5;9;9;7;9;2;;1;8;2;;2;;2;;;;2;;;;;2;2;2;FORMOSA;5208004;3;6000;3;5;1;;0,091818997
695574;BANDA-LARGA;SKY;GO;29/jul/20;2020;1;;2;2;1;1;1;1;27;4;2;5;10;5;3;1;1;1;1;1;2;;;0;0;0;0;0;1;0;2;;2;;1;0;2;;;;1;0;0;0;;2;2;2;VALPARAÍSO DE GOIÁS;5221858;1;999997;99;5;1;;0,091818997
719558;BANDA-LARGA;SKY;MG;29/jul/20;2020;1;;2;2;1;1;1;1;30;4;1;5;8;2;3;3;3;3;10;1;2;;;8;3;10;8;10;2;;1;2;2;;1;0;2;;;;1;5;5;2;;2;2;2;CONTAGEM;3118601;1;5000;3;7;1;;0,105366518
719745;BANDA-LARGA;SKY;MG;29/jul/20;2020;1;;2;2;1;1;1;1;45;7;2;1;5;2;0;0;3;0;2;1;;;;0;3;4;9;;1;5;2;;2;;1;0;2;;;;2;;;;;1;2;2;BELO HORIZONTE;3106200;1;1200;1;4;1;;0,105366518
733786;BANDA-LARGA;SKY;MT;29/jul/20;2020;1;;2;2;1;1;1;1;41;7;1;10;10;10;10;8;8;10;10;;2;;;;;;;10;2;;1;10;1;10;2;;2;;;;2;;;;;2;2;2;CUIABÁ;5103403;2;2000;1;5;1;;0,0548337
734159;BANDA-LARGA;SKY;MT;29/jul/20;2020;1;;2;2;1;1;1;1;50;7;2;7;10;7;5;5;5;10;10;1;2;;;5;5;5;7;5;1;5;2;;1;5;1;5;1;10;10;10;1;0;0;0;;1;2;2;BANDEIRANTES;5001508;9;2000;1;2;1;;0,0548337
747261;BANDA-LARGA;SKY;PA;29/jul/20;2020;1;;2;2;1;1;1;1;32;5;1;8;10;10;10;10;10;10;10;1;;;;8;10;10;10;;1;10;1;10;2;;2;;1;10;10;10;2;;;;;2;2;2;BELÉM;1501402;2;2000;1;7;1;;0,123385668
758464;BANDA-LARGA;SKY;SP;29/jul/20;2020;1;;2;2;1;1;1;1;40;6;1;3;4;0;3;3;2;5;5;1;;;;5;4;4;5;;1;5;1;3;1;4;1;1;2;;;;1;3;2;3;;1;2;2;MOGI DAS CRUZES;3530607;2;1200;1;2;3;;0,078931727
758647;BANDA-LARGA;SKY;SP;29/jul/20;2020;1;;2;2;1;1;1;1;55;8;2;9;8;9;9;9;8;8;8;;2;3;;;;;;9;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;SÃO PAULO;3550308;99;999997;99;99;3;;0,078931727
783738;BANDA-LARGA;TIM;BA;29/jul/20;2020;1;;2;2;1;1;1;1;44;7;2;8;10;10;10;8;10;7;8;1;2;;;5;7;8;7;5;1;7;1;8;2;;1;7;1;6;6;2;1;6;6;7;;2;1;1;SALVADOR;2927408;2;12000;5;9;1;;0,148083294
784057;BANDA-LARGA;TIM;BA;29/jul/20;2020;1;;2;2;1;1;1;1;49;7;2;7;9;7;5;7;5;5;3;1;;;;2;2;7;4;;1;5;2;;1;7;1;5;2;;;;1;9;10;10;;2;2;1;SALVADOR;2927408;2;6000;3;9;1;;0,148083294
813715;BANDA-LARGA;TIM;SP;29/jul/20;2020;1;;2;2;1;1;1;1;67;8;2;9;9;9;8;9;8;8;9;;;;97;;;;;;1;9;2;;2;;2;;2;;;;1;10;9;9;;1;2;1;SÃO PAULO;3550308;1;4000;2;7;1;;1,501035493
813787;BANDA-LARGA;TIM;SP;29/jul/20;2020;1;;2;2;1;1;2;1;59;8;1;7;8;8;7;6;7;7;8;1;;;;8;8;9;9;;2;;1;0;1;0;1;8;2;;;;1;9;10;10;;2;1;2;SÃO PAULO;3550308;2;999999;99;7;3;;1,501035493
813828;BANDA-LARGA;TIM;SP;29/jul/20;2020;1;;2;2;1;1;1;1;48;7;2;6;8;8;8;7;7;9;8;1;;;;0;9;8;8;;2;;1;7;2;;1;8;2;;;;1;8;8;8;;2;2;2;SÃO PAULO;3550308;1;999997;2;7;1;;1,501035493
829237;BANDA-LARGA;VIVO;AL;29/jul/20;2020;1;;2;2;1;1;1;1;67;8;2;8;9;8;7;8;7;8;8;1;;;;8;8;9;9;;1;9;1;9;2;;1;8;2;;;;1;9;9;9;;1;1;1;MACEIÓ;2704302;1;15000;5;7;1;;0,164269245
829304;BANDA-LARGA;VIVO;AL;29/jul/20;2020;1;;2;2;1;1;1;1;74;9;1;0;0;0;8;7;7;0;10;1;;;;3;0;1;7;;1;0;1;0;1;0;1;0;2;;;;1;99;8;8;;1;2;1;MACEIÓ;2704302;1;999997;4;7;1;;0,164269245
829367;BANDA-LARGA;VIVO;AL;29/jul/20;2020;1;;2;2;1;1;2;1;47;7;2;8;8;8;8;8;8;7;7;;2;;;;;;;8;2;;2;;2;;1;8;2;;;;2;;;;;2;2;1;MACEIÓ;2704302;2;4000;2;7;1;;0,164269245
836179;BANDA-LARGA;VIVO;BA;29/jul/20;2020;1;;2;2;1;1;1;1;50;7;1;8;9;10;9;8;8;7;7;1;;;;7;7;7;8;;2;;2;;2;;1;5;2;;;;2;;;;;2;2;1;SALVADOR;2927408;1;2500;2;6;1;;0,668020487
855298;BANDA-LARGA;VIVO;DF;29/jul/20;2020;1;;2;2;1;1;2;1;20;3;1;6;6;7;6;5;8;6;8;1;;;;5;5;9;8;;1;9;2;;2;;1;7;2;;;;1;7;7;7;;2;2;1;BRASÍLIA;5300108;1;1042;1;6;1;;0,860180898
