IDTNS;TIPO;OPERADORA;ESTADO;DATA;ANO_BASE;Q1;Q2;Q2_1;Q2_2;Q3;Q4;Q5;Q6;Q7;Q7a;Q8;J1;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A1_1;A1_2;A1_3;A1_4;A2_1;A2_2;A2_3;A3;A4;E1;E2;E3;E4;E5;E6;E7;E8;F1;F2_1;F2_2;F2_3;F3;F4_1;F4_2;F4_3;G1;G2_1;G2_2;G2_3;H0;COD_IBGE;H1;H2;H2a;H3;I1;I2;PESO
484758;BANDA-LARGA;OI;MS;01/ago/20;2020;1;;2;2;1;1;2;1;34;5;1;5;8;4;5;4;5;9;9;1;;;;4;5;7;8;;1;9;1;7;1;7;1;4;2;;;;1;10;10;8;;2;2;1;LADÁRIO;5005202;2;3500;2;7;1;;0,515743188
530782;BANDA-LARGA;OI;PE;01/ago/20;2020;1;;2;2;1;1;1;1;52;8;1;0;0;0;0;0;0;0;0;1;;;;10;10;10;10;;1;0;2;;1;10;1;10;2;;;;2;;;;;2;1;1;RECIFE;2611606;4;2000;1;5;1;;0,259755499
661363;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;63;8;1;7;8;8;7;7;7;10;10;1;2;;;8;99;8;8;8;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;LONDRINA;4113700;1;999997;1;7;1;;0,302190147
661426;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;46;7;2;5;6;9;7;7;5;9;8;1;;3;;7;5;9;8;;2;;2;;2;;1;9;2;;;;2;;;;;2;2;2;LONDRINA;4113700;2;4000;2;7;1;;0,302190147
661434;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;47;7;1;8;7;6;8;6;8;9;6;1;2;;;7;5;7;8;7;2;;2;;2;;1;5;1;10;9;10;2;;;;;2;2;1;LONDRINA;4113700;2;999997;1;7;3;;0,302190147
661439;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;58;8;1;10;10;10;10;10;8;10;10;1;2;;;10;99;10;10;10;2;;2;;2;;2;;1;10;10;10;2;;;;;2;2;1;LONDRINA;4113700;2;2000;1;5;1;;0,302190147
661446;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;46;7;1;2;2;2;1;1;1;9;9;1;2;;;9;9;9;9;9;2;;2;;2;;1;9;2;;;;1;9;9;9;;2;1;1;ARAPONGAS;4101507;2;999997;2;2;3;;0,302190147
661457;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;2;1;31;5;2;6;10;8;7;5;5;10;10;1;;;;10;10;9;9;;2;;2;;2;;1;8;2;;;;1;10;10;10;;2;2;1;LONDRINA;4113700;2;999997;2;7;1;;0,302190147
661497;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;29;4;1;10;10;10;10;10;10;10;10;;;;97;;;;;;2;;1;10;2;;2;;2;;;;2;;;;;2;1;1;APUCARANA;4101408;4;1700;1;5;1;;0,302190147
661501;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;54;8;1;8;7;8;6;7;6;7;8;1;2;;;8;9;9;8;7;2;;2;;2;;1;9;2;;;;1;9;9;9;;2;2;1;APUCARANA;4101408;2;2500;2;5;1;;0,302190147
661516;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;2;1;28;4;2;7;8;7;7;7;8;10;10;;;;97;;;;;;2;;1;8;2;;1;8;2;;;;2;;;;;2;2;1;CORNÉLIO PROCÓPIO;4106407;3;10000;4;6;1;;0,302190147
661526;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;51;8;1;9;8;10;9;8;10;10;10;1;;;;10;1;10;10;;2;;1;10;2;;1;10;2;;;;1;10;10;10;;2;2;1;SANTO ANTÔNIO DA PLATINA;4124103;2;5000;3;5;1;;0,302190147
661545;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;73;9;1;8;9;8;9;9;9;8;7;1;;;;9;9;9;9;;1;9;2;;2;;1;9;2;;;;1;9;9;9;;2;2;1;BANDEIRANTES;4102406;3;999997;99;7;1;;0,302190147
661567;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;2;1;19;3;2;6;6;7;9;9;4;4;6;1;;;;8;7;7;6;;2;;2;;2;;1;8;2;;;;2;;;;;2;2;1;ARAPONGAS;4101507;1;3000;2;6;1;;0,302190147
661596;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;2;1;27;4;1;5;5;3;5;5;3;9;9;;;;97;;;;;;2;;2;;2;;1;5;2;;;;2;;;;;2;2;1;ARAPONGAS;4101507;2;999997;1;7;1;;0,302190147
661608;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;52;8;2;5;5;5;6;5;5;6;5;1;;;;6;8;8;7;;1;7;1;7;2;;1;6;2;;;;2;;;;;2;2;1;ARAPONGAS;4101507;2;5000;3;7;1;;0,302190147
661613;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;43;7;2;8;8;7;10;10;10;5;10;1;;;;5;10;10;8;;1;8;2;;2;;2;;2;;;;2;;;;;2;2;1;ARAPONGAS;4101507;2;4000;2;4;1;;0,302190147
661652;BANDA-LARGA;SERCOMTEL;PR;01/ago/20;2020;1;;2;2;1;1;1;1;68;8;2;7;10;9;10;8;9;10;10;1;;;;8;9;10;10;;2;;2;;2;;1;10;2;;;;1;10;10;10;;2;2;1;ARAPONGAS;4101507;2;2500;2;3;1;;0,302190147
719210;BANDA-LARGA;SKY;MG;01/ago/20;2020;1;;2;2;1;1;1;1;62;8;1;10;10;10;10;10;10;10;10;1;;;;10;10;10;10;;1;10;2;;2;;2;;2;;;;2;;;;;2;2;2;IBIRITÉ;3129806;1;1040;1;2;1;;0,105366518
748061;BANDA-LARGA;SKY;PA;01/ago/20;2020;1;;2;2;1;1;1;1;53;8;1;9;10;10;10;8;7;10;10;1;2;;;7;10;8;10;7;1;8;2;;2;;2;;2;;;;2;;;;;2;2;2;BELÉM;1501402;3;999997;1;2;3;;0,123385668
813507;BANDA-LARGA;TIM;SP;01/ago/20;2020;1;;2;2;1;1;2;1;65;8;2;6;5;5;5;5;5;10;10;1;;;;5;7;6;8;;2;;2;;2;;1;8;2;;;;1;8;10;10;;2;2;2;SÃO PAULO;3550308;2;999997;99;7;1;;1,501035493
823845;BANDA-LARGA;UNIFIQUE;SC;01/ago/20;2020;1;;2;2;1;1;1;1;32;5;1;7;8;7;10;8;8;10;9;1;2;;;5;5;9;6;6;2;;2;;2;;1;6;2;;;;2;;;;;2;2;1;BRUSQUE;4202909;2;3000;2;5;1;;1,803466277
823886;BANDA-LARGA;UNIFIQUE;SC;01/ago/20;2020;1;;2;2;1;1;1;1;60;8;1;10;9;8;8;8;8;8;8;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;2;POMERODE;4213203;1;999997;99;2;3;;1,803466277
823896;BANDA-LARGA;UNIFIQUE;SC;01/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;10;10;10;10;10;10;10;10;1;2;3;;10;10;10;10;10;2;;1;10;2;;1;10;1;10;10;10;2;;;;;2;1;1;GUABIRUBA;4206306;2;7000;4;5;1;;1,803466277
823917;BANDA-LARGA;UNIFIQUE;SC;01/ago/20;2020;1;;2;2;1;1;2;1;74;9;1;6;10;10;6;6;10;10;10;;;;97;;;;;;2;;2;;2;;1;10;2;;;;2;;;;;2;1;2;INDAIAL;4207502;2;999997;2;5;1;;1,803466277
824162;BANDA-LARGA;UNIFIQUE;SC;01/ago/20;2020;1;;2;2;1;1;2;1;28;4;2;8;9;8;9;9;9;10;10;1;2;3;;9;8;9;9;9;2;;1;8;2;;2;;2;;;;2;;;;;2;1;1;SCHROEDER;4217402;4;999999;99;7;1;;1,803466277
865553;BANDA-LARGA;VIVO;ES;01/ago/20;2020;1;;2;2;1;1;2;1;32;5;2;6;7;7;6;4;6;5;3;1;2;;;6;6;8;6;8;1;4;1;7;1;6;2;;1;8;8;8;2;;;;;2;1;1;VITÓRIA;3205309;2;5000;3;6;1;;0,675667667
876477;BANDA-LARGA;VIVO;GO;01/ago/20;2020;1;;2;2;1;1;1;1;36;6;1;5;3;0;4;5;3;9;8;1;2;;;2;0;8;5;5;1;0;2;;1;0;1;2;2;;;;1;5;2;6;;1;2;1;VALPARAÍSO DE GOIÁS;5221858;2;3000;2;7;1;;0,791468434
924121;BANDA-LARGA;VIVO;PE;01/ago/20;2020;1;;2;2;1;1;1;1;50;7;1;8;9;9;10;9;10;10;10;;2;;;;;;;9;2;;1;10;2;;1;10;2;;;;2;;;;;2;2;1;PAULISTA;2610707;1;1045;1;5;1;;0,710561378
950253;BANDA-LARGA;VIVO;RJ;01/ago/20;2020;1;;2;2;1;1;1;1;58;8;2;7;7;7;5;4;5;5;7;1;2;;;4;5;5;5;5;2;;1;5;2;;1;4;2;;;;2;;;;;1;2;1;RIO DE JANEIRO;3304557;2;999997;99;7;1;;1,225023816
950773;BANDA-LARGA;VIVO;RJ;01/ago/20;2020;1;;2;2;1;1;2;1;24;3;1;5;0;5;5;0;9;0;5;1;2;;;0;5;10;10;7;1;0;2;;2;;1;0;2;;;;1;5;5;5;;2;2;2;RIO DE JANEIRO;3304557;2;5000;3;5;1;;1,225023816
967027;BANDA-LARGA;VIVO;SC;01/ago/20;2020;1;;2;2;1;1;1;1;64;8;2;0;5;5;1;0;1;4;5;1;2;;;5;5;6;8;0;1;5;2;;2;;1;2;2;;;;1;8;10;6;;2;2;1;CURITIBA;4106902;1;999997;5;2;1;;1,124866094
6154;BANDA-LARGA;CLARO/NET;AC;03/ago/20;2020;1;;2;2;1;1;1;1;58;8;1;10;8;10;10;10;10;10;10;1;2;;;8;8;9;5;8;1;9;2;;1;9;2;;2;;;;1;8;8;8;;2;2;2;RIO BRANCO;1200401;99;1500;1;3;1;;0,076348118
6197;BANDA-LARGA;CLARO/NET;AC;03/ago/20;2020;1;;2;2;1;1;1;1;66;8;2;0;0;0;0;0;0;5;5;1;2;3;;0;0;0;0;0;1;0;1;0;1;0;1;0;1;5;5;5;2;;;;;1;1;2;RIO BRANCO;1200401;1;17889;5;7;1;;0,076348118
6218;BANDA-LARGA;CLARO/NET;AC;03/ago/20;2020;1;;2;2;1;1;1;1;26;4;1;8;10;9;8;8;9;10;10;1;2;;;10;8;10;10;9;2;;2;;2;;1;10;2;;;;1;10;10;10;;2;2;2;RIO BRANCO;1200401;1;2000;1;7;1;;0,076348118
10623;BANDA-LARGA;CLARO/NET;AL;03/ago/20;2020;1;;2;2;1;1;1;1;30;4;1;7;5;5;10;9;6;9;8;1;;;;6;6;7;7;;1;10;1;0;1;0;1;8;2;;;;2;;;;;1;2;1;MACEIÓ;2704302;2;15000;5;8;1;;0,343029426
11453;BANDA-LARGA;CLARO/NET;AL;03/ago/20;2020;1;;2;2;1;1;1;1;65;8;2;6;7;6;6;5;6;6;7;1;2;3;;7;7;8;7;7;2;;1;7;2;;1;6;2;;;;1;6;7;7;;1;1;1;MACEIÓ;2704302;2;20000;5;7;1;;0,343029426
32358;BANDA-LARGA;CLARO/NET;BA;03/ago/20;2020;1;;2;2;1;1;2;1;33;5;1;3;8;5;8;1;7;10;10;1;2;;;9;9;9;9;6;2;;2;;2;;1;5;2;;;;2;;;;;2;2;1;SALVADOR;2927408;4;20000;5;7;3;;0,511635463
41472;BANDA-LARGA;CLARO/NET;CE;03/ago/20;2020;1;;2;2;1;1;1;1;37;6;2;7;8;8;7;7;7;6;6;1;2;;;6;6;7;7;8;2;;2;;2;;1;8;2;;;;2;;;;;1;2;1;FORTALEZA;2304400;2;8000;4;7;1;;0,33047842
52352;BANDA-LARGA;CLARO/NET;DF;03/ago/20;2020;1;;2;2;1;1;2;1;35;5;1;6;4;3;7;7;7;6;5;1;;;;0;0;1;0;;1;3;2;;2;;1;5;2;;;;1;8;9;5;;1;2;2;BRASÍLIA;5300108;1;6600;4;7;1;;1,51406594
83822;BANDA-LARGA;CLARO/NET;MA;03/ago/20;2020;1;;2;2;1;1;2;1;30;4;2;7;7;5;6;5;4;5;5;1;;;;5;5;5;6;;2;;2;;1;5;1;5;2;;;;2;;;;;2;2;1;SÃO LUÍS;2111300;1;999999;99;6;1;;0,30203225
93855;BANDA-LARGA;CLARO/NET;MG;03/ago/20;2020;1;;2;2;1;1;1;1;48;7;2;7;7;8;8;8;8;9;8;1;2;;;5;7;7;9;9;1;9;1;5;1;8;1;8;2;;;;2;;;;;1;1;1;BELO HORIZONTE;3106200;1;1500;1;5;1;;2,41303017
147826;BANDA-LARGA;CLARO/NET;PE;03/ago/20;2020;1;;2;2;1;1;1;1;62;8;2;8;8;10;10;10;8;8;8;1;2;;;9;8;8;8;9;2;;1;8;1;9;2;;2;;;;2;;;;;1;1;1;OLINDA;2609600;1;5000;3;5;1;;0,454021016
165393;BANDA-LARGA;CLARO/NET;PR;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;2;6;8;7;7;7;6;7;7;1;;;;4;4;6;5;;2;;1;7;2;;2;;2;;;;2;;;;;1;1;1;CURITIBA;4106902;1;6000;3;5;1;;2,176868465
206420;BANDA-LARGA;CLARO/NET;RS;03/ago/20;2020;1;;2;2;1;1;1;1;43;7;1;5;7;5;7;5;5;7;7;1;;;;6;5;7;7;;2;;2;;2;;1;6;2;;;;1;5;5;7;;2;1;1;SÃO LEOPOLDO;4318705;2;999997;1;5;1;;2,903910715
217821;BANDA-LARGA;CLARO/NET;SC;03/ago/20;2020;1;;2;2;1;1;1;1;21;3;2;8;8;8;9;6;7;10;10;1;2;;;6;5;7;7;8;2;;1;9;1;10;1;7;1;9;10;6;2;;;;;1;2;1;SÃO JOSÉ;4216602;4;3000;2;6;1;;2,442418163
234751;BANDA-LARGA;CLARO/NET;SP;03/ago/20;2020;1;;2;2;1;1;2;1;25;4;2;9;4;5;9;8;10;4;4;1;;;;6;8;8;8;;1;10;2;;2;;1;7;2;;;;2;;;;;1;2;1;GUARULHOS;3518800;3;8000;4;7;1;;19,63292645
247385;BANDA-LARGA;CLARO/NET;TO;03/ago/20;2020;1;;2;2;1;1;1;1;27;4;1;5;8;2;4;8;2;8;7;1;;;;7;9;8;10;;2;;2;;2;;1;4;2;;;;2;;;;;2;2;2;PALMAS;1721000;2;6000;3;9;1;;0,06265625
256185;BANDA-LARGA;ALGAR;GO;03/ago/20;2020;1;;2;2;1;1;1;1;35;5;1;9;8;8;9;9;9;8;8;1;;;;7;8;8;8;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;ITUMBIARA;5211503;3;6000;3;7;1;;0,082942386
265799;BANDA-LARGA;ALGAR;MG;03/ago/20;2020;1;;2;2;1;1;1;1;67;8;2;9;7;9;9;8;8;8;6;1;;;;6;7;9;7;;1;6;2;;2;;1;9;2;;;;1;9;9;9;;1;1;1;UBERLÂNDIA;3170206;2;10000;4;7;1;;1,720490595
265976;BANDA-LARGA;ALGAR;MG;03/ago/20;2020;1;;2;2;1;1;1;1;63;8;2;7;7;6;8;8;5;2;6;;;;97;;;;;;1;4;2;;2;;1;6;2;;;;2;;;;;2;1;1;UBERLÂNDIA;3170206;1;2200;2;5;1;;1,720490595
266367;BANDA-LARGA;ALGAR;MG;03/ago/20;2020;1;;2;2;1;1;1;1;33;5;1;7;4;6;10;10;7;0;2;1;;;;0;0;5;5;;1;0;2;;1;0;2;;2;;;;2;;;;;2;2;1;UBERLÂNDIA;3170206;1;5000;3;5;1;;1,720490595
276196;BANDA-LARGA;ALGAR;SP;03/ago/20;2020;1;;2;2;1;1;1;1;38;6;2;5;5;5;5;5;5;5;5;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;JARDINÓPOLIS;3525102;99;999997;99;7;3;;0,385319884
358859;BANDA-LARGA;HUGHES;SP;03/ago/20;2020;1;;2;2;1;1;1;1;42;7;2;8;8;8;8;8;6;5;8;1;;;;5;8;8;8;;2;;2;;2;;1;8;2;;;;1;6;8;8;;2;2;2;GUARULHOS;3518800;2;3000;2;5;1;;0,106652325
369452;BANDA-LARGA;OI;AC;03/ago/20;2020;1;;2;2;1;1;1;1;50;7;1;10;10;10;10;0;10;10;0;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;RIO BRANCO;1200401;1;999999;99;6;1;;0,148912782
369500;BANDA-LARGA;OI;AC;03/ago/20;2020;1;;2;2;1;1;1;1;25;4;2;5;8;6;3;1;3;8;8;1;;;;7;4;8;10;;2;;2;;2;;1;4;2;;;;1;5;0;7;;2;2;1;RIO BRANCO;1200401;1;2000;1;7;1;;0,148912782
369863;BANDA-LARGA;OI;AC;03/ago/20;2020;1;;2;2;1;1;1;1;56;8;1;7;7;7;7;8;7;8;8;1;;;;5;8;8;8;;2;;1;2;2;;1;0;1;0;0;0;2;;;;;1;1;1;RIO BRANCO;1200401;1;8000;4;9;1;;0,148912782
391187;BANDA-LARGA;OI;AM;03/ago/20;2020;1;;2;2;1;1;1;1;20;3;1;7;9;6;7;6;7;9;5;;;;97;;;;;;2;;2;;2;;1;2;2;;;;1;0;0;1;;2;2;1;MANAUS;1302603;4;1000;1;6;1;;0,087477352
391365;BANDA-LARGA;OI;AM;03/ago/20;2020;1;;2;2;1;1;1;1;52;8;2;4;8;0;4;8;5;0;6;1;;;;0;0;10;6;;1;0;2;;1;4;1;6;1;0;0;0;1;8;6;0;;2;2;1;MANAUS;1302603;1;999997;2;5;1;;0,087477352
391649;BANDA-LARGA;OI;AM;03/ago/20;2020;1;;2;2;1;1;1;1;28;4;2;9;9;10;10;9;9;10;9;;;;97;;;;;;2;;2;;2;;2;;2;;;;1;9;9;10;;2;2;1;MANAUS;1302603;3;6000;3;8;1;;0,087477352
404586;BANDA-LARGA;OI;BA;03/ago/20;2020;1;;2;2;1;1;1;1;49;7;2;3;3;3;3;3;3;2;4;1;;;;1;1;4;3;;1;0;2;;2;;1;3;2;;;;1;3;3;4;;2;2;1;SALVADOR;2927408;1;600;1;7;1;;0,859429588
404928;BANDA-LARGA;OI;BA;03/ago/20;2020;1;;2;2;1;1;1;1;43;7;1;3;7;2;2;2;2;8;5;1;2;3;;0;1;4;1;3;1;0;1;4;2;;1;2;2;;;;1;4;4;2;;2;1;1;SALVADOR;2927408;2;4500;3;7;1;;0,859429588
405002;BANDA-LARGA;OI;BA;03/ago/20;2020;1;;2;2;1;1;1;1;47;7;1;2;2;0;3;3;2;7;7;1;2;3;;4;3;5;4;7;1;7;1;5;2;;1;3;2;;;;1;2;7;2;;2;1;1;SALVADOR;2927408;2;5000;3;7;1;;0,859429588
405105;BANDA-LARGA;OI;BA;03/ago/20;2020;1;;2;2;1;1;1;1;66;8;2;5;0;0;0;0;0;0;0;1;2;3;;0;0;10;10;0;2;;1;0;1;0;1;0;1;0;0;10;2;;;;;1;2;1;SALVADOR;2927408;2;1045;1;2;1;;0,859429588
416926;BANDA-LARGA;OI;CE;03/ago/20;2020;1;;2;2;1;1;2;1;54;8;2;6;7;7;6;4;5;9;9;1;;;;4;9;7;8;;2;;2;;1;7;1;7;2;;;;1;6;6;5;;2;1;1;CAUCAIA;2303709;1;1600;1;7;1;;0,253532134
417490;BANDA-LARGA;OI;CE;03/ago/20;2020;1;;2;2;1;1;2;1;53;8;1;5;7;7;8;1;1;2;5;1;;;;1;99;10;10;;2;;1;5;1;5;1;3;2;;;;2;;;;;2;1;1;FORTALEZA;2304400;2;999997;99;6;1;;0,253532134
417640;BANDA-LARGA;OI;CE;03/ago/20;2020;1;;2;2;1;1;1;1;64;8;1;8;7;8;8;6;7;9;7;1;2;;;7;7;6;8;9;2;;2;;2;;1;6;2;;;;1;8;9;9;;1;1;1;FORTALEZA;2304400;5;999997;99;99;3;;0,253532134
428908;BANDA-LARGA;OI;DF;03/ago/20;2020;1;;2;2;1;1;1;1;51;8;1;7;8;7;8;5;5;6;7;1;2;;;5;6;8;6;7;1;8;1;8;2;;1;6;1;6;7;8;1;7;8;8;;2;1;1;BRASÍLIA;5300108;3;3000;2;3;3;;0,437668628
449174;BANDA-LARGA;OI;GO;03/ago/20;2020;1;;2;2;1;1;1;1;34;5;1;9;9;9;7;7;7;9;9;1;;;;0;7;8;6;;1;7;2;;1;7;1;8;2;;;;1;8;8;8;;2;1;1;ÁGUAS LINDAS DE GOIÁS;5200258;99;999997;99;5;1;;1,21207721
449431;BANDA-LARGA;OI;GO;03/ago/20;2020;1;;2;2;1;1;1;1;53;8;1;7;5;10;10;5;5;10;10;1;;;;10;5;10;5;;2;;2;;2;;1;10;2;;;;2;;;;;2;2;1;LUZIÂNIA;5212501;3;2000;1;5;1;;1,21207721
460364;BANDA-LARGA;OI;MA;03/ago/20;2020;1;;2;2;1;1;1;1;49;7;1;0;0;0;0;0;0;0;2;1;;;;0;0;1;0;;2;;2;;1;0;1;0;2;;;;1;0;4;4;;2;1;1;SÃO JOSÉ DE RIBAMAR;2111201;1;2500;2;8;1;;0,194692994
460582;BANDA-LARGA;OI;MA;03/ago/20;2020;1;;2;2;1;1;1;1;33;5;2;5;4;5;4;8;3;5;5;;2;;;;;;;10;1;4;1;3;1;0;2;;2;;;;2;;;;;2;2;2;SÃO LUÍS;2111300;2;4000;2;5;1;;0,194692994
472818;BANDA-LARGA;OI;MG;03/ago/20;2020;1;;2;2;1;1;1;1;51;8;2;10;10;10;10;10;10;10;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;BELO HORIZONTE;3106200;3;999999;99;5;3;;2,373394851
472870;BANDA-LARGA;OI;MG;03/ago/20;2020;1;;2;2;1;1;1;1;24;3;1;6;8;5;3;1;4;5;8;1;2;3;;10;10;10;10;4;1;10;2;;2;;1;6;2;;;;2;;;;;1;1;1;BELO HORIZONTE;3106200;5;5000;3;6;1;;2,373394851
473302;BANDA-LARGA;OI;MG;03/ago/20;2020;1;;2;2;1;1;2;1;64;8;1;4;4;3;2;0;3;99;3;1;2;;;8;3;9;9;9;2;;2;;2;;1;4;2;;;;1;9;8;7;;2;2;1;CONTAGEM;3118601;1;999997;3;5;1;;2,373394851
484751;BANDA-LARGA;OI;MS;03/ago/20;2020;1;;2;2;1;1;2;1;30;4;1;9;8;7;8;6;5;9;9;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;CORUMBÁ;5003207;1;999999;99;7;1;;0,515743188
505253;BANDA-LARGA;OI;PA;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;1;5;3;5;1;0;0;10;9;1;2;;;0;0;10;0;2;2;;2;;2;;1;0;2;;;;1;0;0;8;;2;1;1;BELÉM;1501402;2;5000;3;7;1;;0,329718823
505611;BANDA-LARGA;OI;PA;03/ago/20;2020;1;;2;2;1;1;1;1;35;5;1;4;0;0;4;3;4;2;0;1;;3;;0;2;4;4;;2;;1;2;2;;1;4;2;;;;2;;;;;2;2;1;BELÉM;1501402;2;999999;99;7;3;;0,329718823
517716;BANDA-LARGA;OI;PB;03/ago/20;2020;1;;2;2;1;1;1;1;31;5;1;8;8;8;7;7;7;10;10;1;2;;;8;9;10;8;7;2;;2;;1;10;1;9;2;;;;1;10;10;10;;2;1;1;JOÃO PESSOA;2507507;1;2000;1;7;1;;0,096240501
531058;BANDA-LARGA;OI;PE;03/ago/20;2020;1;;2;2;1;1;1;1;48;7;2;7;9;10;10;8;8;10;10;1;;;;5;8;9;9;;2;;2;;2;;1;7;2;;;;1;10;9;10;;1;1;1;RECIFE;2611606;2;3000;2;5;1;;0,259755499
531326;BANDA-LARGA;OI;PE;03/ago/20;2020;1;;2;2;1;1;1;1;66;8;2;8;8;8;7;7;7;8;8;1;2;3;;8;8;9;10;9;1;8;2;;2;;1;7;2;;;;1;8;8;8;;2;2;1;RECIFE;2611606;2;999997;99;5;1;;0,259755499
568021;BANDA-LARGA;OI;RJ;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;2;5;7;7;6;5;5;6;6;1;;;;4;2;5;6;;2;;2;;2;;1;5;2;;;;1;7;5;6;;2;2;1;OUTROS;9999;2;999997;99;7;1;;3,133992759
580326;BANDA-LARGA;OI;RN;03/ago/20;2020;1;;2;2;1;1;1;1;67;8;1;3;4;3;4;4;5;5;5;1;;;;3;3;6;3;;2;;2;;1;5;1;3;2;;;;1;4;4;4;;1;2;1;NATAL;2408102;1;999997;99;99;3;;0,093547923
591753;BANDA-LARGA;OI;RO;03/ago/20;2020;1;;2;2;1;1;1;1;58;8;1;9;8;7;8;8;8;9;9;;2;;;;;;;9;2;;1;9;2;;1;9;1;10;10;10;1;10;10;10;;1;2;1;PORTO VELHO;1100205;1;10000;4;5;3;;0,208631919
592713;BANDA-LARGA;OI;RO;03/ago/20;2020;1;;2;2;1;1;1;1;65;8;1;6;7;6;7;6;8;7;7;1;2;;;6;6;6;8;8;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;PORTO VELHO;1100205;4;12000;5;7;1;;0,208631919
615348;BANDA-LARGA;OI;RS;03/ago/20;2020;1;;2;2;1;1;1;1;61;8;1;10;10;10;10;10;10;10;10;1;2;3;;10;10;10;10;10;2;;2;;2;;1;10;2;;;;1;10;10;10;;2;2;1;OUTROS;9999;3;999997;1;3;1;;1,122710263
615496;BANDA-LARGA;OI;RS;03/ago/20;2020;1;;2;2;1;1;2;1;26;4;1;7;10;10;6;5;9;10;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;PORTO ALEGRE;4314902;3;999999;99;6;1;;1,122710263
627016;BANDA-LARGA;OI;SC;03/ago/20;2020;1;;2;2;1;1;1;1;44;7;1;4;6;7;7;3;5;9;9;1;2;;;5;6;7;8;10;2;;1;8;1;10;2;;2;;;;1;9;9;10;;2;1;1;JARAGUÁ DO SUL;4208906;2;999997;2;5;1;;1,039331554
627670;BANDA-LARGA;OI;SC;03/ago/20;2020;1;;2;2;1;1;1;1;66;8;1;10;10;10;10;10;10;10;10;;;;97;;;;;;1;10;2;;2;;2;;2;;;;2;;;;;1;1;1;BLUMENAU;4202404;2;6000;3;2;1;;1,039331554
638531;BANDA-LARGA;OI;SE;03/ago/20;2020;1;;2;2;1;1;2;1;41;7;2;7;7;8;8;9;8;6;9;1;2;3;;0;7;5;5;5;1;6;2;;2;;2;;2;;;;2;;;;;2;1;1;ARACAJU;2800308;1;15000;5;7;1;;0,115610301
651093;BANDA-LARGA;OI;TO;03/ago/20;2020;1;;2;2;1;1;1;1;53;8;1;10;10;10;10;10;10;10;10;1;2;;;8;8;10;10;10;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;PALMAS;1721000;2;6000;3;5;1;;0,200930781
661701;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;2;1;22;3;1;5;6;4;5;6;5;5;7;1;;;;6;7;7;8;;1;8;1;8;2;;1;7;1;5;4;3;2;;;;;2;2;1;LONDRINA;4113700;2;2800;2;7;1;;0,302190147
661725;BANDA-LARGA;SERCOMTEL;PR;03/ago/20;2020;1;;2;2;1;1;1;1;41;7;2;10;10;10;10;10;10;10;10;;;;97;;;;;;2;;2;;2;;2;;1;10;10;10;2;;;;;2;2;1;CAMBÉ;4103701;1;3500;2;5;1;;0,302190147
